,Species_ORIGINAL,Species,Size (feet),Position,UTC_Date,Latitude__,Longitude
3079,eyeshine,Crocodylus,0,Shallow water on edge,2022-06-23,-13.667813818039,130.65058582949
3080,eyeshine,Crocodylus,0,Shallow water on edge,2022-06-23,-13.6672499661534,130.65117866049
3081,eyeshine,Crocodylus,0,Shallow water on edge,2022-06-23,-13.666311550179,130.652563145609
3082,eyeshine,Crocodylus,0,Shallow water on edge,2022-06-23,-13.6662891631202,130.652583023824
3083,eyeshine,Crocodylus,0,Shallow water on edge,2022-06-23,-13.6662806086034,130.652595042417
3084,eyeshine,Crocodylus,0,Shallow water on edge,2022-06-23,-13.6662735167021,130.652609416588
3085,eyeshine,Crocodylus,0,Shallow water on edge,2022-06-23,-13.6662041753978,130.653086788785
3086,eyeshine,Crocodylus,0,Shallow water on edge,2022-06-23,-13.665861188292,130.654657994252
3087,eyeshine,Crocodylus,0,Shallow water on edge,2022-06-23,-13.6666537488502,130.657047500343
3088,eyeshine,Crocodylus,0,Shallow water on edge,2022-06-23,-13.6677474403411,130.658345526733
3089,eyeshine,Crocodylus,0,Shallow water on edge,2022-06-23,-13.6710096984954,130.657859319265
3090,eyeshine,Crocodylus,0,Shallow water on edge,2022-06-23,-13.6720624559573,130.657534064287
3091,eyeshine,Crocodylus,0,Shallow water on edge,2022-06-23,-13.6722018409844,130.657164311407
3092,eyeshine,Crocodylus,0,Shallow water on edge,2022-06-23,-13.6796084419804,130.65967646309
3093,eyeshine,Crocodylus,0,Shallow water on edge,2022-06-23,-13.6838371767482,130.662400701626
3094,eyeshine,Crocodylus,0,Shallow water on edge,2022-06-23,-13.6861803311595,130.662633659711
3095,eyeshine,Crocodylus,0,Shallow water on edge,2022-06-23,-13.6861978781604,130.662634471019
3096,eyeshine,Crocodylus,0,Shallow water on edge,2022-06-23,-13.6867233723368,130.662517168191
3097,eyeshine,Crocodylus,0,Mid-stream,2022-06-23,-13.6886188533856,130.663226039743
3098,eyeshine,Crocodylus,0,Shallow water on edge,2022-06-23,-13.6886254730506,130.663223566127
3099,eyeshine,Crocodylus,0,Shallow water on edge,2022-06-23,-13.6897774748287,130.663578163268
3100,eyeshine,Crocodylus,0,Mid-stream,2022-06-23,-13.6926765576871,130.666353512998
3101,eyeshine,Crocodylus,0,Shallow water on edge,2022-06-23,-13.7074204942585,130.668091163262
3102,eyeshine,Crocodylus,0,Shallow water on edge,2022-06-23,-13.7086879467937,130.667713004385
3103,eyeshine,Crocodylus,0,Shallow water on edge,2022-06-23,-13.7108362624348,130.66740330136
3104,eyeshine,Crocodylus,0,Shallow water on edge,2022-06-23,-13.7113034465225,130.667348657297
3105,eyeshine,Crocodylus,0,Shallow water on edge,2022-06-23,-13.7144711848329,130.668405996193
3106,eyeshine,Crocodylus,0,Shallow water on edge,2022-06-23,-13.7208014235676,130.674156791621
3107,eyeshine,Crocodylus,0,Shallow water on edge,2022-06-23,-13.7210505634523,130.675348902039
3108,eyeshine,Crocodylus,0,Shallow water on edge,2022-06-23,-13.7225241052793,130.676382594139
3109,eyeshine,Crocodylus,0,Shallow water on edge,2022-06-23,-13.7328064626583,130.686673056036
3110,eyeshine,Crocodylus,0,Shallow water on edge,2022-06-23,-13.7398061156982,130.686180443126
3111,eyeshine,Crocodylus,0,Shallow water on edge,2022-06-23,-13.7459280789434,130.684946181261
3112,eyeshine,Crocodylus,0,Shallow water on edge,2022-06-23,-13.7460189238549,130.684913610683
3113,eyeshine,Crocodylus,0,Shallow water on edge,2022-06-23,-13.7465979287106,130.684571116865
3114,eyeshine,Crocodylus,0,Shallow water on edge,2022-06-23,-13.747057246744,130.684305592261
3115,eyeshine,Crocodylus,0,Shallow water on edge,2022-06-23,-13.7500523570402,130.684697334786
3116,eyeshine,Crocodylus,0,Shallow water on edge,2022-06-23,-13.7521092814379,130.690298617064
3117,eyeshine,Crocodylus,0,Shallow water on edge,2022-06-23,-13.7520873501683,130.69027555762
3118,C. johnstoni,Crocodylus johnstoni,5,Shallow water on edge,2021-06-25,-14.4021533333333,131.583815
3119,C. johnstoni,Crocodylus johnstoni,4,Shallow water on edge,2021-06-25,-14.397445,131.585091666667
3120,C. johnstoni,Crocodylus johnstoni,6,Shallow water on edge,2021-06-25,-14.3970466666667,131.585475
3121,C. johnstoni,Crocodylus johnstoni,7,Shallow water on edge,2021-06-25,-14.3945583333333,131.585553333333
3122,C. johnstoni,Crocodylus johnstoni,4,Shallow water on edge,2021-06-25,-14.3902316666667,131.583496666667
3123,C. johnstoni,Crocodylus johnstoni,6,Shallow water on edge,2021-06-25,-14.3855333333333,131.580456666667
3124,C. johnstoni,Crocodylus johnstoni,2,Shallow water on edge,2021-06-25,-14.3725616666667,131.577101666667
3125,C. johnstoni,Crocodylus johnstoni,4,Shallow water on edge,2021-06-25,-14.361985,131.57522
3126,C. porosus,Crocodylus porosus,9,Shallow water on edge,2021-06-25,-14.3896466666667,131.582721666667
3127,eyeshine,Crocodylus,0,Shallow water on edge,2021-06-25,-14.4048933333333,131.584643333333
3128,eyeshine,Crocodylus,0,Shallow water on edge,2021-06-25,-14.4030766666667,131.583543333333
3129,eyeshine,Crocodylus,0,Shallow water on edge,2021-06-25,-14.399845,131.58464
3130,eyeshine,Crocodylus,0,Shallow water on edge,2021-06-25,-14.3945983333333,131.58558
3131,eyeshine,Crocodylus,0,Shallow water on edge,2021-06-25,-14.393455,131.585106666667
3132,eyeshine,Crocodylus,0,Shallow water on edge,2021-06-25,-14.38932,131.58294
3133,eyeshine,Crocodylus,0,Shallow water on edge,2021-06-25,-14.3842866666667,131.580235
3134,eyeshine,Crocodylus,0,Shallow water on edge,2021-06-25,-14.3842433333333,131.58022
3135,eyeshine,Crocodylus,0,Shallow water on edge,2021-06-25,-14.3842216666667,131.580211666667
3136,eyeshine,Crocodylus,0,Shallow water on edge,2021-06-25,-14.383835,131.580095
3137,eyeshine,Crocodylus,0,Shallow water on edge,2021-06-25,-14.3833166666667,131.579925
3138,eyeshine,Crocodylus,0,Shallow water on edge,2021-06-25,-14.381685,131.579676666667
3139,eyeshine,Crocodylus,0,Shallow water on edge,2021-06-25,-14.3802033333333,131.579153333333
3140,eyeshine,Crocodylus,0,Shallow water on edge,2021-06-25,-14.3767066666667,131.579003333333
3141,eyeshine,Crocodylus,0,Shallow water on edge,2021-06-25,-14.37666,131.578996666667
3142,eyeshine,Crocodylus,0,Shallow water on edge,2021-06-25,-14.3730316666667,131.577803333333
3143,eyeshine,Crocodylus,0,Shallow water on edge,2021-06-25,-14.3643116666667,131.574965
3144,eyeshine,Crocodylus,0,Shallow water on edge,2021-06-25,-14.3600883333333,131.5756
3145,eyeshine,Crocodylus,0,Shallow water on edge,2021-06-25,-14.357235,131.571953333333
3146,eyeshine,Crocodylus,0,Shallow water on edge,2021-06-25,-14.3596616666667,131.56819
3147,eyeshine,Crocodylus,0,Shallow water on edge,2021-06-25,-14.3619133333333,131.564531666667
3148,eyeshine,Crocodylus,0,Shallow water on edge,2021-06-25,-14.3646683333333,131.561561666667
3149,eyeshine,Crocodylus,0,Shallow water on edge,2021-06-25,-14.364695,131.56153
3150,eyeshine,Crocodylus,0,Shallow water on edge,2021-06-25,-14.3646833333333,131.557383333333
3151,C. johnstoni,Crocodylus johnstoni,4,Shallow water on edge,2021-06-23,-14.0536433333333,131.217605
3152,C. johnstoni,Crocodylus johnstoni,5,Shallow water on edge,2021-06-23,-14.0530616666667,131.216413333333
3153,C. johnstoni,Crocodylus johnstoni,6,Shallow water on edge,2021-06-23,-14.0525316666667,131.214561666667
3154,C. johnstoni,Crocodylus johnstoni,4,Shallow water on edge,2021-06-23,-14.0246483333333,131.217195
3155,C. johnstoni,Crocodylus johnstoni,7,Shallow water on edge,2021-06-23,-14.0213666666667,131.223738333333
3156,C. johnstoni,Crocodylus johnstoni,6,Shallow water on edge,2021-06-23,-14.0213666666667,131.22379
3157,C. johnstoni,Crocodylus johnstoni,3,Shallow water on edge,2021-06-23,-14.0214266666667,131.224833333333
3158,C. johnstoni,Crocodylus johnstoni,8,Shallow water on edge,2021-06-23,-14.0209816666667,131.229836666667
3159,C. johnstoni,Crocodylus johnstoni,6,Shallow water on edge,2021-06-23,-14.0178783333333,131.23895
3160,C. johnstoni,Crocodylus johnstoni,5,On bank,2021-06-23,-14.0106133333333,131.242511666667
3161,C. johnstoni,Crocodylus johnstoni,8,On bank,2021-06-23,-14.0099666666667,131.24262
3162,C. johnstoni,Crocodylus johnstoni,4,Shallow water on edge,2021-06-23,-14.007325,131.241801666667
3163,C. johnstoni,Crocodylus johnstoni,5,Shallow water on edge,2021-06-23,-14.007305,131.24178
3164,C. johnstoni,Crocodylus johnstoni,4,Shallow water on edge,2021-06-23,-14.0072416666667,131.241741666667
3165,C. johnstoni,Crocodylus johnstoni,4,Shallow water on edge,2021-06-23,-14.0071833333333,131.241733333333
3166,C. johnstoni,Crocodylus johnstoni,5,Shallow water on edge,2021-06-23,-14.0071383333333,131.241728333333
3167,C. johnstoni,Crocodylus johnstoni,6,Shallow water on edge,2021-06-23,-14.006005,131.24136
3168,C. johnstoni,Crocodylus johnstoni,5,Shallow water on edge,2021-06-23,-14.0059466666667,131.241451666667
3169,C. johnstoni,Crocodylus johnstoni,7,Shallow water on edge,2021-06-23,-14.0056583333333,131.241323333333
3170,C. johnstoni,Crocodylus johnstoni,6,On bank,2021-06-23,-14.0047583333333,131.240625
3171,C. johnstoni,Crocodylus johnstoni,3,Shallow water on edge,2021-06-23,-14.0037366666667,131.239208333333
3172,C. johnstoni,Crocodylus johnstoni,3,Shallow water on edge,2021-06-23,-13.9982983333333,131.227986666667
3173,C. johnstoni,Crocodylus johnstoni,3,Shallow water on edge,2021-06-23,-13.9946983333333,131.226086666667
3174,C. johnstoni,Crocodylus johnstoni,5,Shallow water on edge,2021-06-23,-13.99379,131.226365
3175,C. johnstoni,Crocodylus johnstoni,3,Shallow water on edge,2021-06-23,-13.99324,131.226115
3176,C. johnstoni,Crocodylus johnstoni,4,Shallow water on edge,2021-06-23,-13.9918366666667,131.22656
3177,C. johnstoni,Crocodylus johnstoni,4,Shallow water on edge,2021-06-23,-13.9858883333333,131.226435
3178,C. johnstoni,Crocodylus johnstoni,6,Shallow water on edge,2021-06-23,-13.9836433333333,131.224123333333
3179,C. johnstoni,Crocodylus johnstoni,2,Shallow water on edge,2021-06-23,-13.9833833333333,131.223416666667
3180,C. johnstoni,Crocodylus johnstoni,4,Shallow water on edge,2021-06-23,-13.9830166666667,131.22117
3181,C. johnstoni,Crocodylus johnstoni,4,Shallow water on edge,2021-06-23,-13.9827283333333,131.215916666667
3182,C. johnstoni,Crocodylus johnstoni,2,Shallow water on edge,2021-06-23,-13.9827283333333,131.215916666667
3183,C. johnstoni,Crocodylus johnstoni,2,Shallow water on edge,2021-06-23,-13.981405,131.213815
3184,C. johnstoni,Crocodylus johnstoni,5,Shallow water on edge,2021-06-23,-13.980425,131.213166666667
3185,C. johnstoni,Crocodylus johnstoni,5,Shallow water on edge,2021-06-23,-13.9791433333333,131.213021666667
3186,C. johnstoni,Crocodylus johnstoni,5,On bank,2021-06-23,-13.9779566666667,131.213225
3187,C. johnstoni,Crocodylus johnstoni,3,Shallow water on edge,2021-06-23,-13.968185,131.211905
3188,C. johnstoni,Crocodylus johnstoni,8,Shallow water on edge,2021-06-23,-13.9673266666667,131.209478333333
3189,C. johnstoni,Crocodylus johnstoni,4,Shallow water on edge,2021-06-23,-13.96694,131.207931666667
3190,C. johnstoni,Crocodylus johnstoni,5,Mid-stream,2021-06-23,-13.9669716666667,131.207318333333
3191,C. johnstoni,Crocodylus johnstoni,7,Shallow water on edge,2021-06-23,-13.9671883333333,131.205593333333
3192,C. johnstoni,Crocodylus johnstoni,5,Shallow water on edge,2021-06-23,-13.9676166666667,131.203996666667
3193,C. johnstoni,Crocodylus johnstoni,3,Shallow water on edge,2021-06-23,-13.9683,131.202871666667
3194,C. johnstoni,Crocodylus johnstoni,3,Shallow water on edge,2021-06-23,-13.9688333333333,131.19958
3195,C. johnstoni,Crocodylus johnstoni,4,Shallow water on edge,2021-06-23,-13.9582316666667,131.193591666667
3196,C. johnstoni,Crocodylus johnstoni,9,Shallow water on edge,2021-06-23,-13.9547083333333,131.19406
3197,C. johnstoni,Crocodylus johnstoni,7,Shallow water on edge,2021-06-23,-13.94922,131.195188333333
3198,C. johnstoni,Crocodylus johnstoni,2,Shallow water on edge,2021-06-23,-13.94449,131.194146666667
3199,C. johnstoni,Crocodylus johnstoni,3,Shallow water on edge,2021-06-23,-13.9440433333333,131.19331
3200,C. johnstoni,Crocodylus johnstoni,7,Shallow water on edge,2021-06-23,-13.9427966666667,131.191288333333
3201,C. johnstoni,Crocodylus johnstoni,5,Shallow water on edge,2021-06-23,-13.9393516666667,131.183715
3202,C. johnstoni,Crocodylus johnstoni,6,Shallow water on edge,2021-06-23,-13.9389816666667,131.183298333333
3203,C. johnstoni,Crocodylus johnstoni,3,Shallow water on edge,2021-06-23,-13.9338883333333,131.18151
3204,C. johnstoni,Crocodylus johnstoni,3,Shallow water on edge,2021-06-23,-13.9305283333333,131.182853333333
3205,C. johnstoni,Crocodylus johnstoni,4,Shallow water on edge,2021-06-23,-13.92872,131.184275
3206,C. johnstoni,Crocodylus johnstoni,2,Shallow water on edge,2021-06-23,-13.928105,131.185728333333
3207,C. johnstoni,Crocodylus johnstoni,2,Shallow water on edge,2021-06-23,-13.9279883333333,131.186013333333
3208,C. johnstoni,Crocodylus johnstoni,3,Shallow water on edge,2021-06-23,-13.926945,131.188213333333
3209,C. johnstoni,Crocodylus johnstoni,7,Shallow water on edge,2021-06-23,-13.9266316666667,131.189286666667
3210,C. johnstoni,Crocodylus johnstoni,8,On bank,2021-06-23,-13.9266933333333,131.18994
3211,C. johnstoni,Crocodylus johnstoni,4,Shallow water on edge,2021-06-23,-13.9233816666667,131.199018333333
3212,C. johnstoni,Crocodylus johnstoni,5,On bank,2021-06-23,-13.922045,131.200865
3213,C. johnstoni,Crocodylus johnstoni,3,Shallow water on edge,2021-06-23,-13.917475,131.203113333333
3214,C. johnstoni,Crocodylus johnstoni,8,Shallow water on edge,2021-06-23,-13.91546,131.204128333333
3215,C. johnstoni,Crocodylus johnstoni,6,Shallow water on edge,2021-06-23,-13.915345,131.20412
3216,C. johnstoni,Crocodylus johnstoni,8,On bank,2021-06-23,-13.914095,131.204438333333
3217,C. johnstoni,Crocodylus johnstoni,5,Shallow water on edge,2021-06-23,-13.9133533333333,131.204488333333
3218,C. johnstoni,Crocodylus johnstoni,3,Shallow water on edge,2021-06-23,-13.9068933333333,131.206505
3219,C. johnstoni,Crocodylus johnstoni,8,Shallow water on edge,2021-06-23,-13.9068433333333,131.206533333333
3220,C. johnstoni,Crocodylus johnstoni,5,Shallow water on edge,2021-06-23,-13.90496,131.208028333333
3221,C. johnstoni,Crocodylus johnstoni,5,Shallow water on edge,2021-06-23,-13.9038083333333,131.209021666667
3222,C. johnstoni,Crocodylus johnstoni,9,On bank,2021-06-23,-13.89905,131.217556666667
3223,C. johnstoni,Crocodylus johnstoni,5,Shallow water on edge,2021-06-23,-13.8983083333333,131.21862
3224,C. johnstoni,Crocodylus johnstoni,3,Shallow water on edge,2021-06-23,-13.8950133333333,131.220873333333
3225,C. johnstoni,Crocodylus johnstoni,3,Shallow water on edge,2021-06-23,-13.89176,131.221058333333
3226,C. johnstoni,Crocodylus johnstoni,5,Shallow water on edge,2021-06-23,-13.8729366666667,131.218441666667
3227,C. johnstoni,Crocodylus johnstoni,5,Shallow water on edge,2021-06-23,-13.8698233333333,131.216461666667
3228,C. johnstoni,Crocodylus johnstoni,4,Shallow water on edge,2021-06-23,-13.8700766666667,131.2059
3229,C. johnstoni,Crocodylus johnstoni,2,Shallow water on edge,2021-06-23,-13.870326666666699,131.201638333333
3230,C. johnstoni,Crocodylus johnstoni,4,Shallow water on edge,2021-06-23,-13.8683883333333,131.195793333333
3231,C. johnstoni,Crocodylus johnstoni,4,Shallow water on edge,2021-06-23,-13.863735,131.190173333333
3232,C. johnstoni,Crocodylus johnstoni,4,On bank,2021-06-23,-13.8624466666667,131.185298333333
3233,C. johnstoni,Crocodylus johnstoni,3,Shallow water on edge,2021-06-23,-13.8677166666667,131.179568333333
3234,C. johnstoni,Crocodylus johnstoni,6,Shallow water on edge,2021-06-23,-13.8689016666667,131.178196666667
3235,C. johnstoni,Crocodylus johnstoni,3,Shallow water on edge,2021-06-23,-13.8702433333333,131.17491
3236,C. johnstoni,Crocodylus johnstoni,4,Shallow water on edge,2021-06-23,-13.8704683333333,131.17424
3237,C. johnstoni,Crocodylus johnstoni,3,Shallow water on edge,2021-06-23,-13.877665,131.165385
3238,C. johnstoni,Crocodylus johnstoni,5,Shallow water on edge,2021-06-23,-13.8762833333333,131.161805
3239,C. johnstoni,Crocodylus johnstoni,6,On bank,2021-06-23,-13.8713466666667,131.158976666667
3240,C. johnstoni,Crocodylus johnstoni,3,Shallow water on edge,2021-06-23,-13.8657916666667,131.158085
3241,C. johnstoni,Crocodylus johnstoni,3,Shallow water on edge,2021-06-23,-13.85262,131.15552
3242,C. johnstoni,Crocodylus johnstoni,3,Shallow water on edge,2021-06-23,-13.85259,131.155481666667
3243,C. johnstoni,Crocodylus johnstoni,4,Shallow water on edge,2021-06-23,-13.8525666666667,131.155446666667
3244,C. johnstoni,Crocodylus johnstoni,3,Shallow water on edge,2021-06-23,-13.8469283333333,131.149415
3245,C. johnstoni,Crocodylus johnstoni,6,On bank,2021-06-23,-13.8431416666667,131.146061666667
3246,C. johnstoni,Crocodylus johnstoni,7,Shallow water on edge,2021-06-23,-13.8399683333333,131.143725
3247,C. johnstoni,Crocodylus johnstoni,4,Shallow water on edge,2021-06-23,-13.8380766666667,131.130778333333
3248,C. johnstoni,Crocodylus johnstoni,3,Shallow water on edge,2021-06-23,-13.8387183333333,131.121736666667
3249,C. johnstoni,Crocodylus johnstoni,6,Shallow water on edge,2021-06-23,-13.8341316666667,131.10083
3250,C. johnstoni,Crocodylus johnstoni,3,Shallow water on edge,2021-06-23,-13.8349283333333,131.099558333333
3251,C. johnstoni,Crocodylus johnstoni,4,Shallow water on edge,2021-06-23,-13.8349666666667,131.099538333333
3252,C. johnstoni,Crocodylus johnstoni,4,Shallow water on edge,2021-06-23,-13.8350266666667,131.09951
3253,C. johnstoni,Crocodylus johnstoni,6,Shallow water on edge,2021-06-23,-13.8451016666667,131.097656666667
3254,C. johnstoni,Crocodylus johnstoni,6,On bank,2021-06-23,-13.857095,131.093743333333
3255,C. johnstoni,Crocodylus johnstoni,5,Shallow water on edge,2021-06-23,-13.8608983333333,131.091953333333
3256,C. porosus,Crocodylus porosus,6,Shallow water on edge,2021-06-23,-14.0652766666667,131.22644
3257,C. porosus,Crocodylus porosus,6,Shallow water on edge,2021-06-23,-14.04883,131.209043333333
